adventurous	wild	1.1434378144455453
adventurous	fearless	1.1172584245081976
adventurous	venturesome	1.1429956193753106
adventurous	spontaneous	1.2137925237463667
adventurous	exploratory	0.9486243025498333
adventurous	daring	1.0989867234190946
adventurous	risktaker	1.1273217389769465
adventurous	courageous	1.125365863806151
adventurous	bold	1.1516511144415837
adventurous	experimental	0.9513836619757717
afraid	terrified	1.0583066383416408
afraid	scared	1.0733229096593255
afraid	stiff	1.1833385435364872
afraid	panicky	1.1174752551975795
afraid	horrified	1.1053103808142828
afraid	petrified	1.0749486275348845
afraid	fearful	1.1165332547674096
amazed	open_mouthed	0.8916947757243581
amazed	flabbergasted	1.0126704234952084
amazed	surprised	0.9915517774461129
amazed	aghast	0.989949844094667
amazed	dumbfounded	0.996827303140279
amazed	awestruck	1.0597761950394136
amazed	bewildered	1.008820299971775
amazed	shocked	0.9942374511250225
amazed	startled	1.0817020803654183
amazed	stunned	0.9812816806319417
amazed	overwhelmed	1.0340692974088836
amazed	astounded	0.9903530956188935
amazed	agape	0.95116711818785
amazed	astonished	1.013633512401376
amazed	baffled	1.0509410321020083
ambitious	self_starting	1.0434551055879497
ambitious	driven	1.0460650905381998
ambitious	determined	1.017294968996942
ambitious	enterprising	1.0958228134854475
ambitious	motivated	0.987700584212303
ambitious	forward_thinking	0.9490113528321054
ambitious	tenacious	1.1171939894697094
ambitious	goal_oriented	0.8730514045677245
ambitious	persistent	1.0573126227034269
ambitious	aspiring	1.1235291204806483
angry	aggrivated	1.1427116417961847
angry	furious	1.0418979521366971
angry	irate	1.108492436561471
angry	seething	1.1146744042208887
angry	enraged	1.0725552268935143
angry	outraged	1.1349623674283547
anxious	restless	1.1076626591525576
anxious	uneasy	1.077254517913218
anxious	anticipatory	0.9929905238065817
anxious	jittery	1.135124276907271
anxious	nervous	1.136605682856365
anxious	fretful	1.055982364460854
anxious	fidgety	1.1019843770148274
anxious	edgy	1.0751859136054025
anxious	rattled	1.1074541199848864
anxious	concerned	0.9761911153682372
anxious	tense	1.124907616754051
