abrupt	abruptness	6.59383658785373e-12
accurate	accurateness	5.684341886080801e-13
agile	agileness	6.821210263296962e-12
alert	alertness	1.0231815394945443e-12
amazing	amazingness	7.73070496506989e-12
angry	angriness	1.2732925824820995e-11
anxious	anxiousness	1.3642420526593924e-12
attractive	attractiveness	2.3021584638627246e-12
aware	awareness	1.0942358130705543e-12
bad	badness	1.3642420526593924e-11
beautiful	beautifulness	0.0
bold	boldness	9.890754881780595e-12
brave	braveness	2.2737367544323206e-12
brief	briefness	4.774847184307873e-12
bright	brightness	1.8189894035458565e-12
broken	brokenness	1.318767317570746e-11
careful	carefulness	3.865352482534945e-12
cheap	cheapness	6.366462912410498e-12
clean	cleanliness	1.8189894035458565e-12
clear	clearness	8.412825991399586e-12
cold	coldness	6.366462912410498e-12
comfortable	comfortableness	2.637534635141492e-11
competitive	competitiveness	2.5011104298755527e-12
complex	complexness	7.275957614183426e-12
confident	confidentness	4.547473508864641e-12
connected	connectedness	1.3642420526593924e-12
conscious	consciousness	3.865352482534945e-12
cool	coolness	3.637978807091713e-12
cooperative	cooperativeness	2.6830093702301383e-11
correct	correctness	5.9117155615240335e-12
creative	creativeness	1.3642420526593924e-12
dangerous	dangerousness	6.366462912410498e-12
dark	darkness	0.0
dead	deadness	9.094947017729282e-13
deaf	deafness	5.4569682106375694e-12
deep	deepness	1.8189894035458565e-12
dense	denseness	2.7284841053187847e-12
devoted	devotedness	1.2136069926782511e-11
different	differentness	4.092726157978177e-12
difficult	difficultness	7.958078640513122e-13
diligent	diligentness	3.637978807091713e-12
directed	directedness	1.3642420526593924e-12
distinct	distinctness	6.934897101018578e-12
distinctive	distinctiveness	2.0463630789890885e-12
dry	dryness	6.821210263296962e-12
dull	dullness	2.1458390619955026e-12
eager	eagerness	6.281197784119286e-12
easy	easiness	8.981260180007666e-12
effective	effectiveness	9.890754881780595e-12
efficient	efficientness	0.0
extensive	extensiveness	4.547473508864641e-13
fair	fairness	3.979039320256561e-12
faithful	faithfulness	2.7284841053187847e-12
false	falseness	2.2737367544323206e-12
fearful	fearfulness	4.547473508864641e-12
firm	firmness	4.547473508864641e-13
fixed	fixedness	7.503331289626658e-12
flat	flatness	1.8189894035458565e-12
fond	fondness	6.707523425575346e-12
foolish	foolishness	2.2737367544323206e-12
foreign	foreignness	3.637978807091713e-12
forgiving	forgivingness	1.3642420526593924e-12
friendly	friendliness	2.2851054382044822e-11
fruitful	fruitfulness	6.366462912410498e-12
funny	funniness	2.2737367544323206e-13
gentle	gentleness	0.0
good	goodness	9.094947017729282e-13
graceful	gracefulness	3.623767952376511e-12
greedy	greediness	1.7926993223227328e-11
happy	happiness	5.4569682106375694e-12
hard	hardness	2.3874235921539366e-12
harsh	harshness	5.9117155615240335e-12
healthy	healthiness	4.092726157978177e-12
helpful	helpfulness	8.185452315956354e-12
hidden	hiddenness	4.547473508864641e-12
high	highness	1.8189894035458565e-12
honest	honestness	2.4215296434704214e-11
hopeful	hopefulness	4.092726157978177e-12
hopeless	hopelessness	4.547473508864641e-12
hot	hotness	2.2737367544323206e-12
huge	hugeness	2.2737367544323206e-12
humble	humbleness	1.7280399333685637e-11
hungry	hungriness	6.821210263296962e-13
idle	idleness	1.6484591469634324e-12
ignorant	ignorantness	5.4569682106375694e-12
important	importantness	5.9117155615240335e-12
impressive	impressiveness	7.73070496506989e-12
innocent	innocentness	3.637978807091713e-12
innovative	innovativeness	1.5916157281026244e-12
interesting	interestingness	4.547473508864641e-12
kind	kindness	2.7284841053187847e-12
lazy	laziness	2.2737367544323206e-12
light	lightness	1.5120349416974932e-11
lively	liveliness	4.888534022029489e-12
lonely	loneliness	5.4569682106375694e-12
lucky	luckiness	2.7498003873915877e-12
mad	madness	1.1368683772161603e-12
marked	markedness	7.275957614183426e-12
massive	massiveness	1.5063505998114124e-12
mean	meanness	4.092726157978177e-12
merry	merriness	1.0459189070388675e-11
messy	messiness	7.73070496506989e-12
neat	neatness	9.094947017729282e-12
nice	niceness	7.275957614183426e-12
obedient	obedientness	6.366462912410498e-12
obvious	obviousness	9.549694368615746e-12
odd	oddness	5.4569682106375694e-12
painful	painfulness	1.3642420526593924e-12
peaceful	peacefulness	2.7284841053187847e-12
perfect	perfectness	6.366462912410498e-12
plain	plainness	8.185452315956354e-12
polite	politeness	6.821210263296962e-12
poor	poorness	7.389644451905042e-12
powerful	powerfulness	1.5916157281026244e-12
prepared	preparedness	9.094947017729282e-13
proud	proudness	7.389644451905042e-12
pure	pureness	4.547473508864641e-13
quick	quickness	1.8189894035458565e-12
quiet	quietness	9.094947017729282e-12
random	randomness	1.1368683772161603e-12
rare	rareness	6.366462912410498e-12
ready	readiness	1.2505552149377763e-11
reasonable	reasonableness	7.73070496506989e-12
related	relatedness	3.751665644813329e-12
righteous	righteousness	4.092726157978177e-12
sacred	sacredness	2.9558577807620168e-12
sad	sadness	3.637978807091713e-12
same	sameness	4.547473508864641e-13
serious	seriousness	4.547473508864641e-13
situated	situatedness	8.810729923425242e-12
strange	strangeness	2.2737367544323206e-12
unique	uniqueness	7.048583938740194e-12
useful	usefulness	1.3642420526593924e-12
vast	vastness	2.7284841053187847e-12
weak	weakness	5.4569682106375694e-12
