aberdeen	aberdeenshire	2.2026824808563106e-13
alnwick	northumberland	1.4210854715202004e-13
amersham	buckinghamshire	2.7000623958883807e-13
andover	hampshire	2.2737367544323206e-13
ashford	kent	6.288303211476887e-13
aylesbury	buckinghamshire	2.1316282072803006e-13
banbury	oxfordshire	6.394884621840902e-13
barrow-in-furness	cumbria	3.268496584496461e-13
basildon	essex	1.2789769243681803e-13
basingstoke	hampshire	1.4210854715202004e-13
bath	somerset	7.105427357601002e-14
bedford	bedfordshire	4.796163466380676e-13
belfast	antrim	2.3447910280083306e-13
bexhill	east sussex	5.684341886080802e-14
bicester	oxfordshire	2.4158453015843406e-13
birmingham	midlands	2.504663143554353e-13
bishop's stortford	hertfordshire	9.947598300641403e-14
boston	lincolnshire	2.1316282072803006e-13
bradford	yorkshire	6.661338147750939e-13
bridgwater	somerset	2.1316282072803006e-13
brighton	sussex	1.1368683772161603e-13
burnley	lancashire	8.526512829121202e-14
bury	greater manchester	4.263256414560601e-14
cambridge	cambridgeshire	7.105427357601002e-14
canterbury	kent	6.572520305780927e-13
cardiff	glamorgan	8.668621376273222e-13
carlisle	cumbria	2.7000623958883807e-13
chelmsford	essex	6.110667527536862e-13
cheltenham	gloucestershire	3.055333763768431e-13
chester	cheshire	2.2737367544323206e-13
chesterfield	derbyshire	5.684341886080801e-13
chichester	sussex	3.410605131648481e-13
chippenham	wiltshire	4.831690603168681e-13
clacton-on-sea	essex	7.105427357601002e-14
colchester	essex	1.2789769243681803e-13
coventry	midlands	4.2454928461665986e-13
crawley	sussex	5.684341886080802e-14
dagenham	greater london	3.694822225952521e-13
darlington	durham	1.1723955140041653e-13
dartford	kent	8.881784197001252e-14
derby	derbyshire	1.7053025658242404e-13
dewsbury	west yorkshire	4.547473508864641e-13
dover	kent	3.943512183468556e-13
dudley	west midlands	1.1013412404281553e-13
dundee	lowlands	1.9895196601282805e-13
eastbourne	east sussex	1.7053025658242404e-13
edinburgh	lowlands	3.694822225952521e-13
ely	cambridgeshire	4.973799150320701e-13
exeter	devon	4.1033842990145786e-13
falkirk	stirlingshire	2.842170943040401e-14
folkestone	kent	7.354117315117037e-13
gateshead	tyne and wear	7.105427357601002e-14
glasgow	lowlands	4.831690603168681e-13
gloucester	gloucestershire	5.400124791776761e-13
grimsby	lincolnshire	5.115907697472721e-13
guildford	surrey	4.547473508864641e-13
harlow	essex	3.836930773104541e-13
hartlepool	durham	2.2382096176443156e-13
hastings	sussex	4.831690603168681e-13
hempstead	hertfordshire	5.755396159656812e-13
hereford	herefordshire	8.348877145181177e-14
hinckley	leicestershire	3.694822225952521e-13
horsham	west sussex	4.121147867408581e-13
hull	yorkshire	1.829647544582258e-13
inverness	highlands	1.9895196601282805e-13
keighley	west yorkshire	1.7763568394002505e-14
kilmarnock	ayrshire	2.877698079828406e-13
kirkcaldy	fife	1.5631940186722204e-13
lancaster	lancashire	1.0800249583553523e-12
leeds	yorkshire	2.611244553918368e-13
leicester	midlands	7.993605777301127e-14
lincoln	lincolnshire	5.684341886080802e-14
liverpool	lancashire	2.5579538487363607e-13
loughborough	leicestershire	1.9895196601282805e-13
lowestoft	suffolk	7.336353746723034e-13
maidstone	kent	3.232969447708456e-13
mansfield	nottinghamshire	1.4210854715202004e-13
motherwell	north lanarkshire	1.9895196601282805e-13
newcastle	northumberland	5.968558980384842e-13
newport	gwent	4.902744876744691e-13
northampton	northamptonshire	2.1316282072803006e-14
norwich	norfolk	2.842170943040401e-14
nottingham	nottinghamshire	1.4210854715202004e-13
oxford	oxfordshire	5.329070518200751e-13
peterborough	cambridgeshire	3.694822225952521e-13
plymouth	devon	1.829647544582258e-13
portsmouth	hampshire	8.526512829121202e-14
preston	lancashire	5.684341886080802e-14
reading	berkshire	4.263256414560601e-13
salford	manchester	2.4158453015843406e-13
salisbury	wiltshire	9.947598300641403e-13
sheffield	yorkshire	4.1033842990145786e-13
southampton	hampshire	1.9895196601282805e-13
stirling	stirlingshire	1.4210854715202004e-13
stockport	greater manchester	4.405364961712621e-13
swansea	glamorgan	4.973799150320701e-13
trowbridge	wiltshire	5.968558980384842e-13
wakefield	yorkshire	4.3876013933186186e-13
warrington	cheshire	4.831690603168681e-13
wells	somerset	1.2789769243681803e-13
winchester	hampshire	4.547473508864641e-13
wolverhampton	midlands	3.3573144264664734e-13
worcester	worcestershire	2.5579538487363607e-13
york	yorkshire	1.0480505352461478e-13
