accepts	accepted	7.32410687763558e-15
achieves	achieved	8.926634986860248e-14
adds	added	4.904321461750713e-14
admits	admitted	1.238552716017431e-14
advises	advised	7.876795680708785e-14
agrees	agreed	8.881784197001252e-15
allows	allowed	7.850462293418876e-15
announces	announced	5.329070518200751e-15
appears	appeared	9.52834155767239e-14
applies	applied	8.883560376240486e-14
appoints	appointed	4.296434007659337e-14
asks	asked	6.833781207288092e-14
avoids	avoided	1.8151246708299558e-13
becomes	became	8.953685416137373e-14
begins	began	2.673771110915334e-14
believes	believed	1.2525835119440422e-13
breaks	broke	7.422536333399485e-14
brings	brought	1.2156942119645464e-14
builds	built	1.3502941199002995e-13
buys	bought	3.673076861643703e-14
calls	called	4.1058443156764995e-14
carries	carried	1.457256006310318e-13
changes	changed	7.356155982101185e-14
chooses	chose	1.4369837526939964e-13
closes	closed	3.50352332448907e-14
comes	came	2.3914935841127267e-14
compares	compared	7.443068385969725e-14
considers	considered	6.469085794915281e-14
consists	consisted	1.449906028503952e-13
contains	contained	1.3936412543467516e-13
continues	continued	8.804173586828955e-14
contributes	contributed	2.4845193867938358e-14
creates	created	5.532431935647763e-14
decides	decided	2.6719264945447427e-14
describes	described	8.837375276016246e-14
develops	developed	3.0664673470028113e-14
discusses	discussed	7.385244951048053e-14
displays	displayed	8.869340982769762e-14
eats	ate	5.3726077057703163e-14
establishes	established	4.0157551039599683e-14
expects	expected	1.6749950630738637e-13
explains	explained	1.8288713016877624e-14
fails	failed	1.2859047651192499e-13
feels	felt	7.348301093611928e-14
finds	found	9.441466109136565e-15
follows	followed	3.813224178498597e-14
gets	got	9.314552834595439e-14
gives	gave	7.119291619286993e-14
goes	went	6.898122193969271e-14
grows	grew	8.323156235925835e-14
happens	happened	4.72741255285714e-14
hears	heard	1.306655149956167e-13
helps	helped	3.715782285553173e-14
hopes	hoped	5.2221567856097905e-14
includes	included	6.36633286877605e-14
intends	intended	1.5028663876941653e-14
introduces	introduced	5.818755025955795e-14
involves	involved	4.44955726205437e-14
joins	joined	1.139086659085919e-13
keeps	kept	1.4682438207668675e-13
knows	knew	9.674018645341303e-14
learns	learned	8.659739592076221e-15
leaves	left	9.063337468099925e-14
lives	lived	1.477689746073837e-13
locates	located	5.119609029411707e-14
looks	looked	7.109866862787407e-14
loses	lost	9.54709176354238e-14
makes	made	1.1458276162154412e-13
manages	managed	1.5987211554602254e-14
marries	married	3.198802045007533e-13
meets	met	4.337549145487706e-14
moves	moved	2.999184844470082e-14
needs	needed	6.416983437404348e-14
occurs	occurred	3.0357647348311546e-14
offers	offered	1.6701533345359336e-13
opens	opened	1.0563373896704494e-13
operates	operated	4.877708980809097e-14
pays	paid	1.337261674484658e-13
performs	performed	7.512726298167626e-14
plans	planned	7.66938336801217e-15
prepares	prepared	5.411332257568737e-14
proposes	proposed	4.5470918536843657e-14
provides	provided	7.808941796100557e-14
publishes	published	4.649170765099484e-14
reads	read	1.0504657803782957e-13
receives	received	5.2432625861148955e-14
refers	referred	6.186881546755728e-14
relates	related	1.9108238093021845e-13
remains	remained	4.1207225391184394e-14
replaces	replaced	8.173172055824794e-14
represents	represented	1.183245678034047e-13
requires	required	6.269723434508797e-14
returns	returned	3.660168073041979e-14
runs	ran	6.111190342758582e-14
saves	saved	1.5381906621187703e-13
seems	seemed	3.0979002485682734e-14
sends	sent	8.920778448022105e-14
shows	showed	8.994752605795614e-14
spends	spent	8.671119018262735e-14
starts	started	4.76749985125122e-14
suggests	suggested	3.3937249765157416e-14
supports	supported	7.437400532047292e-14
takes	took	6.719631162020599e-14
tells	told	6.2803698347351e-14
thinks	thought	6.335434941320986e-14
tries	tried	1.1102230246251565e-14
understands	understood	1.0349089095270983e-13
uses	used	1.7459202226518002e-13
waits	waited	2.842392978972386e-13
walks	walked	1.1019141097727089e-13
wants	wanted	7.494457715654686e-14
watches	watched	2.1672281443553432e-13
wins	won	7.63123084277223e-14
writes	wrote	2.8508313657667433e-14
