accuse	accusation	7.3956329012211965e-06
adapt	adaptation	2.0489568603624674e-05
admire	admiration	2.0439639378136626e-05
allege	allegation	9.968925646346914e-06
allocate	allocation	1.1430906651192036e-05
alter	alteration	2.2078794739823106e-05
amplify	amplification	1.422378301239384e-05
annotate	annotation	2.6279840830247253e-05
appreciate	appreciation	2.8647532273536607e-06
approve	approval	9.257201423132244e-06
arbitrate	arbitration	2.1998915725350164e-05
articulate	articulation	5.765790577100809e-06
aspire	aspiration	9.061450867343858e-06
authorize	authorization	2.2243161043775863e-05
authorize	authorisation	2.2396040372771854e-05
calculate	calculation	4.45381897208817e-06
celebrate	celebration	2.4643817852195666e-06
characterize	characterisation	1.750448457062517e-05
characterize	characterization	1.9186114347034295e-05
circulate	circulation	3.82115400528741e-06
civilize	civilization	2.429601131950333e-05
civilize	civilisation	2.0024113457240547e-05
collaborate	collaboration	2.5252281021190508e-05
colonize	colonization	1.8843645012406522e-05
communicate	communication	1.51991511603141e-05
compensate	compensation	1.3955185162387313e-05
compile	compilation	1.0249018238963253e-06
compute	computation	1.80297871831116e-05
concentrate	concentration	2.123593707856245e-05
condense	condensation	2.782882636805715e-05
configure	configuration	1.0757588152642871e-05
confiscate	confiscation	1.8430181291571187e-05
congratulate	congratulation	1.247671318527819e-05
consolidate	consolidation	2.205128048870412e-05
constitute	constitution	9.1330667763979e-06
consult	consulation	4.3070116378732226e-06
consult	consultation	2.213714616829446e-06
contaminate	contamination	1.2488750260369549e-05
contemplate	contemplation	1.7665819277917793e-05
continue	continuation	2.9963521654254702e-05
coordinate	coordination	1.4859028021232529e-05
customize	customization	3.082666380712298e-05
declare	declaration	5.567736605347636e-06
decorate	decoration	1.0031758134329547e-05
dedicate	dedication	9.103691836587555e-06
degrade	degradation	1.2169184886082135e-05
delegate	delegation	1.945725003859256e-05
demonstrate	demonstration	8.330049357835896e-06
denote	denotation	1.1414750094267492e-05
depreciate	depreciation	2.0265913229915517e-05
deprive	deprivation	1.5307001799438295e-05
derive	derivation	2.0094809272737366e-05
determine	determination	1.4117170211085524e-05
