aid	support	0.5707743031749843
aid	help	0.5439377926301965
aid	assistance	0.5562320159264967
airplane	plane	0.2936102394424188
airplane	aeroplane	0.35888577886793066
antagonist	enemy	0.34208989830265335
antagonist	opponent	0.36476747435891527
antagonist	rival	0.3778014644080311
apparel	attire	0.5235023880923981
apparel	clothing	0.4998974898275507
apparel	garments	0.18926978477657652
auto	motorcar	0.36866666281274024
auto	automobile	0.4522634118761937
auto	car	0.38275442330301745
baby	babe	0.5155974540266424
baby	infant	0.18304728010971028
bazaar	fair	0.3190820184372101
bazaar	souk	0.264796952278472
bazaar	market	0.41732765952618356
bicycle	wheel	0.5380336970626571
bicycle	cycle	0.9411150061201717
bicycle	bike	1.0753421786527495
bike	bicycle	0.3239694898075711
bike	cycle	0.722814466235806
blossom	bloom	0.9798837883829776
blossom	flower	0.9031477131580327
boy	child	0.4308987806596668
boy	youngster	0.6619447438475123
boy	lad	0.8226328747910738
brave	courageous	0.45955399570435607
brave	heroic	0.20745661868387066
brave	fearless	0.4682997378888114
bucks	cash	0.5636133758839785
bucks	money	0.5079516773438241
bucks	dollars	0.2199951489313934
car	automobile	0.43706363849361
car	vehicle	0.3578730259200897
cautious	prudent	0.33150994481884977
cautious	careful	0.3433064646690176
cautious	wary	0.27859019709053096
child	minor	0.2522907986623546
child	kid	0.9216417101404185
child	youngster	0.4225479612387739
child	nipper	0.12385904657644979
child	tike	0.21384659433130127
child	nestling	0.4124737883939037
child	fry	0.2572375869174986
child	tiddler	0.2118796868894055
child	tyke	0.30890795468424936
child	shaver	0.2158719402227617
child	small_fry	0.34721978788311914
cloth	textile	0.5835472082885216
cloth	fabric	0.3005144827070419
cloth	material	0.618960491046318
clothes	dress	0.44679532356552915
clothes	clothing	0.5143515169267433
clothes	apparel	0.4407134299581603
coast	shoreline	0.3307306770441078
coast	beach	0.5352746478823199
coast	shore	0.6200518147595829
confused	mixed-up	0.5100681315829818
confused	lost	0.3999616321978336
confused	bewildered	0.5687109608016567
confused	confounded	0.3956021336689737
