album	albums	6.139389359204334e-05
animal	animals	5.1980002593695224e-05
apple	apples	6.360002175393473e-05
application	applications	7.0822113207413174e-06
area	areas	3.1550498464497564e-05
bottle	bottles	7.741781356252901e-05
book	books	5.004586077701465e-05
car	cars	5.387232897306343e-05
cat	cats	5.599714372574105e-06
chair	chairs	3.2737363149238384e-05
college	colleges	5.939305848782057e-05
computer	computers	4.509384746605149e-05
council	councils	2.657482791946863e-05
customer	customers	8.14285041084587e-05
day	days	1.897158412321201e-05
death	deaths	5.169665317771833e-06
department	departments	8.513082140044733e-05
desk	desks	2.2965305154551728e-05
development	developments	2.349293867864137e-05
difference	differences	3.1354514124824546e-05
director	directors	4.0781160504554276e-05
doctor	doctors	1.0862867086381376e-05
door	doors	5.080404256239733e-05
egg	eggs	5.410481867445071e-05
engineer	engineers	0.00015320313445975163
event	events	2.2595289466143617e-05
example	examples	3.823810484732515e-05
fact	facts	3.481244915967817e-05
file	files	0.00011056365655673624
flower	flowers	4.30243681444959e-06
friend	friends	1.3022081203655831e-05
game	games	9.639394429195874e-05
girl	girls	1.1991228208262511e-05
god	gods	3.4619395626931254e-06
government	governments	2.0755956438756282e-05
group	groups	1.2038027317056197e-05
hat	hats	9.136242894964811e-05
hour	hours	9.490040344291505e-06
house	houses	5.5561851784905933e-05
idea	ideas	0.00010808638151506575
image	images	2.1501951404317907e-05
job	jobs	1.7800068060170053e-06
key	keys	4.616477162764627e-06
kid	kids	2.6771174471030476e-05
language	languages	0.00010240704510226373
law	laws	8.13210681120922e-07
letter	letters	4.101807101997051e-05
machine	machines	1.7170027854642587e-05
manager	managers	4.3448670477828566e-05
market	markets	2.3525286692615783e-05
member	members	3.1694958612345345e-05
meeting	meetings	8.608032507333448e-05
message	messages	2.1556040089295858e-05
month	months	2.068460752741175e-06
movie	movies	0.00012755643488354467
name	names	1.1169283079252928e-05
night	nights	3.584761850017941e-05
note	notes	1.1403238906735741e-05
office	offices	6.6804000003914415e-06
page	pages	0.00010800875449861178
painting	paintings	0.00011579158063667741
parent	parents	1.4479832763333411e-05
pen	pens	3.4571666796522394e-05
phone	phones	1.2554238362632303e-05
photo	photos	1.1854270645339799e-05
plan	plans	2.659724688482275e-06
player	players	6.0197245069782305e-05
plant	plants	7.79900413645583e-07
population	populations	0.0001042098865989133
problem	problems	4.062525279411052e-06
product	products	8.931267730832186e-05
project	projects	1.3733710978953942e-05
report	reports	7.076588282248352e-05
resource	resources	1.6718874431041984e-05
result	results	5.237849593965719e-06
river	rivers	3.4166964922431803e-05
road	roads	7.805652412354167e-05
role	roles	1.3992425215741689e-05
room	rooms	0.0001286183812821681
school	schools	8.658558969443103e-06
science	sciences	1.3679986002343705e-06
shop	shops	2.1069760906635657e-05
solution	solutions	4.8292818078073495e-05
song	songs	2.3624757046420343e-05
street	streets	3.188241620079109e-05
student	students	4.124688224770502e-05
system	systems	9.511794920524334e-05
table	tables	1.1831783457143845e-05
teacher	teachers	3.4888539573667344e-05
test	tests	2.5749013971013257e-05
thing	things	1.5359277418306897e-05
town	towns	6.0195865119466626e-05
train	trains	1.1388522452480393e-06
user	users	5.0433011065589244e-05
version	versions	1.7035587549862457e-05
village	villages	2.4667234599272462e-05
website	websites	8.71102898371728e-05
week	weeks	3.892183230947784e-05
window	windows	2.736993681259545e-05
year	years	4.2278596875322e-05
